,total_docks,year,month,weekday,max_temperature_f_x,mean_temperature_f_x,min_temperature_f_x,max_dew_point_f_x,mean_dew_point_f_x,min_dew_point_f_x,max_humidity_x,mean_humidity_x,min_humidity_x,max_sea_level_pressure_inches_x,mean_sea_level_pressure_inches_x,min_sea_level_pressure_inches_x,max_visibility_miles_x,mean_visibility_miles_x,min_visibility_miles_x,max_wind_Speed_mph_x,mean_wind_speed_mph_x,max_gust_speed_mph_x,precipitation_inches_x,cloud_cover_x,wind_dir_degrees_x,Fog_x,Fog-Rain_x,Normal_x,Rain_x,Rain-Thunderstorm_x,weekend,max_temperature_f_y,mean_temperature_f_y,min_temperature_f_y,max_dew_point_f_y,mean_dew_point_f_y,min_dew_point_f_y,max_humidity_y,mean_humidity_y,min_humidity_y,max_sea_level_pressure_inches_y,mean_sea_level_pressure_inches_y,min_sea_level_pressure_inches_y,max_visibility_miles_y,mean_visibility_miles_y,min_visibility_miles_y,max_wind_Speed_mph_y,mean_wind_speed_mph_y,max_gust_speed_mph_y,precipitation_inches_y,cloud_cover_y,wind_dir_degrees_y,Fog_y,Fog-Rain_y,Normal_y,Rain_y,Rain-Thunderstorm_y,max_temperature_f,mean_temperature_f,min_temperature_f,max_dew_point_f,mean_dew_point_f,min_dew_point_f,max_humidity,mean_humidity,min_humidity,max_sea_level_pressure_inches,mean_sea_level_pressure_inches,min_sea_level_pressure_inches,max_visibility_miles,mean_visibility_miles,min_visibility_miles,max_wind_Speed_mph,mean_wind_speed_mph,max_gust_speed_mph,precipitation_inches,cloud_cover,wind_dir_degrees,Fog,Fog-Rain,Normal,Rain,Rain-Thunderstorm
634,249,2014,1,0,62.0,50.0,38.0,37.0,34.0,30.0,70.0,53.0,36.0,30.28,30.21,30.16,10.0,10.0,10.0,9.0,1.0,12.0,0.0,5.0,290.0,0,0,1,0,0,0,62.0,50.0,38.0,37.0,34.0,30.0,70.0,53.0,36.0,30.28,30.21,30.16,10.0,10.0,10.0,9.0,1.0,12.0,0.0,5.0,290.0,0,0,1,0,0,62.0,50.0,38.0,37.0,34.0,30.0,70.0,53.0,36.0,30.28,30.21,30.16,10.0,10.0,10.0,9.0,1.0,12.0,0.0,5.0,290.0,0,0,1,0,0
637,249,2014,1,1,63.0,54.0,44.0,44.0,39.0,35.0,80.0,58.0,36.0,30.22,30.18,30.13,10.0,10.0,8.0,10.0,3.0,12.0,0.0,4.0,235.0,0,0,1,0,0,0,63.0,54.0,44.0,44.0,39.0,35.0,80.0,58.0,36.0,30.22,30.18,30.13,10.0,10.0,8.0,10.0,3.0,12.0,0.0,4.0,235.0,0,0,1,0,0,63.0,54.0,44.0,44.0,39.0,35.0,80.0,58.0,36.0,30.22,30.18,30.13,10.0,10.0,8.0,10.0,3.0,12.0,0.0,4.0,235.0,0,0,1,0,0
642,249,2014,1,2,58.0,54.0,50.0,50.0,47.0,43.0,96.0,82.0,67.0,30.23,30.2,30.16,10.0,8.0,2.0,14.0,5.0,16.0,0.0,7.0,309.0,0,0,0,1,0,0,58.0,54.0,50.0,50.0,47.0,43.0,96.0,82.0,67.0,30.23,30.2,30.16,10.0,8.0,2.0,14.0,5.0,16.0,0.0,7.0,309.0,0,0,0,1,0,58.0,54.0,50.0,50.0,47.0,43.0,96.0,82.0,67.0,30.23,30.2,30.16,10.0,8.0,2.0,14.0,5.0,16.0,0.0,7.0,309.0,0,0,0,1,0
648,249,2014,1,3,59.0,53.0,46.0,52.0,46.0,42.0,96.0,79.0,61.0,30.27,30.23,30.2,10.0,8.0,1.0,18.0,4.0,21.0,0.01,6.0,303.0,0,0,0,1,0,0,59.0,53.0,46.0,52.0,46.0,42.0,96.0,79.0,61.0,30.27,30.23,30.2,10.0,8.0,1.0,18.0,4.0,21.0,0.01,6.0,303.0,0,0,0,1,0,59.0,53.0,46.0,52.0,46.0,42.0,96.0,79.0,61.0,30.27,30.23,30.2,10.0,8.0,1.0,18.0,4.0,21.0,0.01,6.0,303.0,0,0,0,1,0
652,249,2014,1,4,62.0,52.0,41.0,48.0,43.0,37.0,86.0,69.0,52.0,30.31,30.24,30.18,10.0,10.0,10.0,8.0,2.0,13.0,0.0,3.0,297.0,0,0,1,0,0,0,62.0,52.0,41.0,48.0,43.0,37.0,86.0,69.0,52.0,30.31,30.24,30.18,10.0,10.0,10.0,8.0,2.0,13.0,0.0,3.0,297.0,0,0,1,0,0,62.0,52.0,41.0,48.0,43.0,37.0,86.0,69.0,52.0,30.31,30.24,30.18,10.0,10.0,10.0,8.0,2.0,13.0,0.0,3.0,297.0,0,0,1,0,0
657,249,2014,1,5,59.0,51.0,43.0,50.0,44.0,40.0,93.0,78.0,62.0,30.3,30.23,30.17,10.0,10.0,10.0,20.0,3.0,24.0,0.0,4.0,349.0,0,0,1,0,0,1,59.0,51.0,43.0,50.0,44.0,40.0,93.0,78.0,62.0,30.3,30.23,30.17,10.0,10.0,10.0,20.0,3.0,24.0,0.0,4.0,349.0,0,0,1,0,0,59.0,51.0,43.0,50.0,44.0,40.0,93.0,78.0,62.0,30.3,30.23,30.17,10.0,10.0,10.0,20.0,3.0,24.0,0.0,4.0,349.0,0,0,1,0,0
663,249,2014,1,6,60.0,52.0,43.0,46.0,41.0,35.0,100.0,72.0,44.0,30.38,30.32,30.27,10.0,10.0,9.0,17.0,6.0,22.0,0.0,3.0,264.0,0,0,1,0,0,1,60.0,52.0,43.0,46.0,41.0,35.0,100.0,72.0,44.0,30.38,30.32,30.27,10.0,10.0,9.0,17.0,6.0,22.0,0.0,3.0,264.0,0,0,1,0,0,60.0,52.0,43.0,46.0,41.0,35.0,100.0,72.0,44.0,30.38,30.32,30.27,10.0,10.0,9.0,17.0,6.0,22.0,0.0,3.0,264.0,0,0,1,0,0
665,249,2014,1,0,68.0,56.0,43.0,35.0,33.0,31.0,70.0,48.0,26.0,30.46,30.39,30.34,10.0,10.0,10.0,9.0,3.0,14.0,0.0,0.0,236.0,0,0,1,0,0,0,68.0,56.0,43.0,35.0,33.0,31.0,70.0,48.0,26.0,30.46,30.39,30.34,10.0,10.0,10.0,9.0,3.0,14.0,0.0,0.0,236.0,0,0,1,0,0,68.0,56.0,43.0,35.0,33.0,31.0,70.0,48.0,26.0,30.46,30.39,30.34,10.0,10.0,10.0,9.0,3.0,14.0,0.0,0.0,236.0,0,0,1,0,0
671,249,2014,1,1,76.0,57.0,37.0,34.0,27.0,13.0,76.0,43.0,9.0,30.45,30.37,30.32,10.0,10.0,10.0,17.0,3.0,24.0,0.0,0.0,5.0,0,0,1,0,0,0,76.0,57.0,37.0,34.0,27.0,13.0,76.0,43.0,9.0,30.45,30.37,30.32,10.0,10.0,10.0,17.0,3.0,24.0,0.0,0.0,5.0,0,0,1,0,0,76.0,57.0,37.0,34.0,27.0,13.0,76.0,43.0,9.0,30.45,30.37,30.32,10.0,10.0,10.0,17.0,3.0,24.0,0.0,0.0,5.0,0,0,1,0,0
678,249,2014,1,2,71.0,55.0,39.0,34.0,29.0,25.0,53.0,37.0,20.0,30.34,30.27,30.2,10.0,10.0,10.0,9.0,2.0,12.0,0.0,0.0,154.0,0,0,1,0,0,0,71.0,55.0,39.0,34.0,29.0,25.0,53.0,37.0,20.0,30.34,30.27,30.2,10.0,10.0,10.0,9.0,2.0,12.0,0.0,0.0,154.0,0,0,1,0,0,71.0,55.0,39.0,34.0,29.0,25.0,53.0,37.0,20.0,30.34,30.27,30.2,10.0,10.0,10.0,9.0,2.0,12.0,0.0,0.0,154.0,0,0,1,0,0
680,249,2014,1,3,73.0,56.0,39.0,34.0,29.0,25.0,62.0,40.0,18.0,30.24,30.17,30.12,10.0,10.0,10.0,8.0,1.0,10.0,0.0,0.0,107.0,0,0,1,0,0,0,73.0,56.0,39.0,34.0,29.0,25.0,62.0,40.0,18.0,30.24,30.17,30.12,10.0,10.0,10.0,8.0,1.0,10.0,0.0,0.0,107.0,0,0,1,0,0,73.0,56.0,39.0,34.0,29.0,25.0,62.0,40.0,18.0,30.24,30.17,30.12,10.0,10.0,10.0,8.0,1.0,10.0,0.0,0.0,107.0,0,0,1,0,0
685,249,2014,1,4,69.0,54.0,39.0,38.0,32.0,29.0,60.0,42.0,24.0,30.19,30.14,30.11,10.0,10.0,9.0,8.0,2.0,10.0,0.0,0.0,272.0,0,0,1,0,0,0,69.0,54.0,39.0,38.0,32.0,29.0,60.0,42.0,24.0,30.19,30.14,30.11,10.0,10.0,9.0,8.0,2.0,10.0,0.0,0.0,272.0,0,0,1,0,0,69.0,54.0,39.0,38.0,32.0,29.0,60.0,42.0,24.0,30.19,30.14,30.11,10.0,10.0,9.0,8.0,2.0,10.0,0.0,0.0,272.0,0,0,1,0,0
692,249,2014,1,5,70.0,54.0,37.0,34.0,31.0,28.0,70.0,46.0,22.0,30.17,30.11,30.06,10.0,10.0,9.0,7.0,1.0,12.0,0.0,0.0,330.0,0,0,1,0,0,1,70.0,54.0,37.0,34.0,31.0,28.0,70.0,46.0,22.0,30.17,30.11,30.06,10.0,10.0,9.0,7.0,1.0,12.0,0.0,0.0,330.0,0,0,1,0,0,70.0,54.0,37.0,34.0,31.0,28.0,70.0,46.0,22.0,30.17,30.11,30.06,10.0,10.0,9.0,7.0,1.0,12.0,0.0,0.0,330.0,0,0,1,0,0
698,249,2014,1,6,69.0,53.0,36.0,36.0,31.0,27.0,64.0,43.0,22.0,30.14,30.09,30.05,10.0,10.0,8.0,8.0,1.0,14.0,0.0,1.0,310.0,0,0,1,0,0,1,69.0,53.0,36.0,36.0,31.0,27.0,64.0,43.0,22.0,30.14,30.09,30.05,10.0,10.0,8.0,8.0,1.0,14.0,0.0,1.0,310.0,0,0,1,0,0,69.0,53.0,36.0,36.0,31.0,27.0,64.0,43.0,22.0,30.14,30.09,30.05,10.0,10.0,8.0,8.0,1.0,14.0,0.0,1.0,310.0,0,0,1,0,0
700,249,2014,1,0,69.0,54.0,38.0,33.0,30.0,27.0,65.0,44.0,22.0,30.23,30.17,30.13,10.0,10.0,10.0,7.0,1.0,10.0,0.0,1.0,64.0,0,0,1,0,0,0,69.0,54.0,38.0,33.0,30.0,27.0,65.0,44.0,22.0,30.23,30.17,30.13,10.0,10.0,10.0,7.0,1.0,10.0,0.0,1.0,64.0,0,0,1,0,0,69.0,54.0,38.0,33.0,30.0,27.0,65.0,44.0,22.0,30.23,30.17,30.13,10.0,10.0,10.0,7.0,1.0,10.0,0.0,1.0,64.0,0,0,1,0,0
706,249,2014,1,1,68.0,53.0,37.0,37.0,31.0,27.0,70.0,47.0,24.0,30.27,30.21,30.16,10.0,10.0,10.0,8.0,2.0,10.0,0.0,3.0,237.0,0,0,1,0,0,0,68.0,53.0,37.0,37.0,31.0,27.0,70.0,47.0,24.0,30.27,30.21,30.16,10.0,10.0,10.0,8.0,2.0,10.0,0.0,3.0,237.0,0,0,1,0,0,68.0,53.0,37.0,37.0,31.0,27.0,70.0,47.0,24.0,30.27,30.21,30.16,10.0,10.0,10.0,8.0,2.0,10.0,0.0,3.0,237.0,0,0,1,0,0
710,249,2014,1,2,72.0,55.0,38.0,46.0,31.0,21.0,86.0,51.0,15.0,30.16,30.04,29.93,10.0,10.0,10.0,9.0,3.0,13.0,0.0,0.0,307.0,0,0,1,0,0,0,72.0,55.0,38.0,46.0,31.0,21.0,86.0,51.0,15.0,30.16,30.04,29.93,10.0,10.0,10.0,9.0,3.0,13.0,0.0,0.0,307.0,0,0,1,0,0,72.0,55.0,38.0,46.0,31.0,21.0,86.0,51.0,15.0,30.16,30.04,29.93,10.0,10.0,10.0,9.0,3.0,13.0,0.0,0.0,307.0,0,0,1,0,0
715,249,2014,1,3,67.0,54.0,40.0,37.0,32.0,29.0,80.0,52.0,24.0,30.01,29.92,29.87,10.0,10.0,7.0,13.0,2.0,14.0,0.0,0.0,208.0,0,0,1,0,0,0,67.0,54.0,40.0,37.0,32.0,29.0,80.0,52.0,24.0,30.01,29.92,29.87,10.0,10.0,7.0,13.0,2.0,14.0,0.0,0.0,208.0,0,0,1,0,0,67.0,54.0,40.0,37.0,32.0,29.0,80.0,52.0,24.0,30.01,29.92,29.87,10.0,10.0,7.0,13.0,2.0,14.0,0.0,0.0,208.0,0,0,1,0,0
719,249,2014,1,4,65.0,53.0,40.0,42.0,38.0,34.0,76.0,58.0,40.0,30.27,30.16,30.02,10.0,8.0,6.0,6.0,1.0,8.0,0.0,3.0,358.0,0,0,1,0,0,0,65.0,53.0,40.0,42.0,38.0,34.0,76.0,58.0,40.0,30.27,30.16,30.02,10.0,8.0,6.0,6.0,1.0,8.0,0.0,3.0,358.0,0,0,1,0,0,65.0,53.0,40.0,42.0,38.0,34.0,76.0,58.0,40.0,30.27,30.16,30.02,10.0,8.0,6.0,6.0,1.0,8.0,0.0,3.0,358.0,0,0,1,0,0
723,249,2014,1,5,71.0,58.0,44.0,42.0,37.0,32.0,76.0,50.0,24.0,30.27,30.19,30.13,10.0,10.0,9.0,7.0,2.0,12.0,0.0,1.0,298.0,0,0,1,0,0,1,71.0,58.0,44.0,42.0,37.0,32.0,76.0,50.0,24.0,30.27,30.19,30.13,10.0,10.0,9.0,7.0,2.0,12.0,0.0,1.0,298.0,0,0,1,0,0,71.0,58.0,44.0,42.0,37.0,32.0,76.0,50.0,24.0,30.27,30.19,30.13,10.0,10.0,9.0,7.0,2.0,12.0,0.0,1.0,298.0,0,0,1,0,0
729,249,2014,1,6,71.0,58.0,45.0,48.0,36.0,29.0,93.0,58.0,22.0,30.13,30.09,30.02,10.0,10.0,9.0,10.0,4.0,14.0,0.0,2.0,314.0,0,0,1,0,0,1,71.0,58.0,45.0,48.0,36.0,29.0,93.0,58.0,22.0,30.13,30.09,30.02,10.0,10.0,9.0,10.0,4.0,14.0,0.0,2.0,314.0,0,0,1,0,0,71.0,58.0,45.0,48.0,36.0,29.0,93.0,58.0,22.0,30.13,30.09,30.02,10.0,10.0,9.0,10.0,4.0,14.0,0.0,2.0,314.0,0,0,1,0,0
734,249,2014,1,0,64.0,55.0,46.0,50.0,47.0,43.0,100.0,74.0,48.0,30.21,30.14,30.08,10.0,5.0,0.0,10.0,2.0,13.0,0.0,7.0,239.0,1,0,0,0,0,0,64.0,55.0,46.0,50.0,47.0,43.0,100.0,74.0,48.0,30.21,30.14,30.08,10.0,5.0,0.0,10.0,2.0,13.0,0.0,7.0,239.0,1,0,0,0,0,64.0,55.0,46.0,50.0,47.0,43.0,100.0,74.0,48.0,30.21,30.14,30.08,10.0,5.0,0.0,10.0,2.0,13.0,0.0,7.0,239.0,1,0,0,0,0
736,249,2014,1,1,67.0,58.0,48.0,59.0,51.0,45.0,93.0,73.0,52.0,30.27,30.22,30.19,10.0,9.0,3.0,16.0,4.0,22.0,0.0,7.0,305.0,0,0,1,0,0,0,67.0,58.0,48.0,59.0,51.0,45.0,93.0,73.0,52.0,30.27,30.22,30.19,10.0,9.0,3.0,16.0,4.0,22.0,0.0,7.0,305.0,0,0,1,0,0,67.0,58.0,48.0,59.0,51.0,45.0,93.0,73.0,52.0,30.27,30.22,30.19,10.0,9.0,3.0,16.0,4.0,22.0,0.0,7.0,305.0,0,0,1,0,0
743,249,2014,1,2,68.0,62.0,55.0,59.0,56.0,49.0,100.0,84.0,68.0,30.22,30.13,29.99,10.0,7.0,2.0,16.0,4.0,20.0,0.01,7.0,312.0,0,0,0,1,0,0,68.0,62.0,55.0,59.0,56.0,49.0,100.0,84.0,68.0,30.22,30.13,29.99,10.0,7.0,2.0,16.0,4.0,20.0,0.01,7.0,312.0,0,0,0,1,0,68.0,62.0,55.0,59.0,56.0,49.0,100.0,84.0,68.0,30.22,30.13,29.99,10.0,7.0,2.0,16.0,4.0,20.0,0.01,7.0,312.0,0,0,0,1,0
750,249,2014,1,3,60.0,56.0,51.0,50.0,47.0,41.0,96.0,74.0,51.0,29.99,29.92,29.87,10.0,10.0,7.0,14.0,8.0,17.0,0.1,6.0,285.0,0,0,0,1,0,0,60.0,56.0,51.0,50.0,47.0,41.0,96.0,74.0,51.0,29.99,29.92,29.87,10.0,10.0,7.0,14.0,8.0,17.0,0.1,6.0,285.0,0,0,0,1,0,60.0,56.0,51.0,50.0,47.0,41.0,96.0,74.0,51.0,29.99,29.92,29.87,10.0,10.0,7.0,14.0,8.0,17.0,0.1,6.0,285.0,0,0,0,1,0
752,249,2014,1,4,60.0,52.0,44.0,45.0,40.0,30.0,86.0,60.0,33.0,30.09,30.04,29.93,10.0,10.0,10.0,17.0,6.0,20.0,0.0,3.0,294.0,0,0,1,0,0,0,60.0,52.0,44.0,45.0,40.0,30.0,86.0,60.0,33.0,30.09,30.04,29.93,10.0,10.0,10.0,17.0,6.0,20.0,0.0,3.0,294.0,0,0,1,0,0,60.0,52.0,44.0,45.0,40.0,30.0,86.0,60.0,33.0,30.09,30.04,29.93,10.0,10.0,10.0,17.0,6.0,20.0,0.0,3.0,294.0,0,0,1,0,0
758,249,2014,2,5,60.0,49.0,37.0,41.0,33.0,21.0,82.0,52.0,22.0,30.17,30.12,30.09,10.0,10.0,10.0,13.0,4.0,16.0,0.0,1.0,335.0,0,0,1,0,0,1,60.0,49.0,37.0,41.0,33.0,21.0,82.0,52.0,22.0,30.17,30.12,30.09,10.0,10.0,10.0,13.0,4.0,16.0,0.0,1.0,335.0,0,0,1,0,0,60.0,49.0,37.0,41.0,33.0,21.0,82.0,52.0,22.0,30.17,30.12,30.09,10.0,10.0,10.0,13.0,4.0,16.0,0.0,1.0,335.0,0,0,1,0,0
761,249,2014,2,6,54.0,48.0,41.0,46.0,39.0,34.0,100.0,80.0,59.0,30.07,29.93,29.86,10.0,10.0,8.0,28.0,10.0,36.0,0.08,5.0,125.0,0,0,0,1,0,1,54.0,48.0,41.0,46.0,39.0,34.0,100.0,80.0,59.0,30.07,29.93,29.86,10.0,10.0,8.0,28.0,10.0,36.0,0.08,5.0,125.0,0,0,0,1,0,54.0,48.0,41.0,46.0,39.0,34.0,100.0,80.0,59.0,30.07,29.93,29.86,10.0,10.0,8.0,28.0,10.0,36.0,0.08,5.0,125.0,0,0,0,1,0
764,249,2014,2,0,56.0,48.0,39.0,42.0,38.0,33.0,89.0,68.0,46.0,30.09,30.04,29.98,10.0,10.0,10.0,18.0,6.0,26.0,0.0,3.0,266.0,0,0,1,0,0,0,56.0,48.0,39.0,42.0,38.0,33.0,89.0,68.0,46.0,30.09,30.04,29.98,10.0,10.0,10.0,18.0,6.0,26.0,0.0,3.0,266.0,0,0,1,0,0,56.0,48.0,39.0,42.0,38.0,33.0,89.0,68.0,46.0,30.09,30.04,29.98,10.0,10.0,10.0,18.0,6.0,26.0,0.0,3.0,266.0,0,0,1,0,0
770,249,2014,2,1,56.0,46.0,36.0,38.0,36.0,33.0,85.0,68.0,50.0,30.18,30.12,30.08,10.0,10.0,10.0,14.0,5.0,17.0,0.0,4.0,212.0,0,0,1,0,0,0,56.0,46.0,36.0,38.0,36.0,33.0,85.0,68.0,50.0,30.18,30.12,30.08,10.0,10.0,10.0,14.0,5.0,17.0,0.0,4.0,212.0,0,0,1,0,0,56.0,46.0,36.0,38.0,36.0,33.0,85.0,68.0,50.0,30.18,30.12,30.08,10.0,10.0,10.0,14.0,5.0,17.0,0.0,4.0,212.0,0,0,1,0,0
775,249,2014,2,2,57.0,47.0,36.0,43.0,37.0,32.0,85.0,64.0,43.0,30.22,30.16,30.07,10.0,10.0,10.0,14.0,5.0,17.0,0.01,6.0,130.0,0,0,0,1,0,0,57.0,47.0,36.0,43.0,37.0,32.0,85.0,64.0,43.0,30.22,30.16,30.07,10.0,10.0,10.0,14.0,5.0,17.0,0.01,6.0,130.0,0,0,0,1,0,57.0,47.0,36.0,43.0,37.0,32.0,85.0,64.0,43.0,30.22,30.16,30.07,10.0,10.0,10.0,14.0,5.0,17.0,0.01,6.0,130.0,0,0,0,1,0
780,249,2014,2,3,54.0,50.0,46.0,51.0,46.0,44.0,100.0,86.0,71.0,30.05,29.96,29.89,10.0,9.0,3.0,23.0,10.0,28.0,0.61,7.0,124.0,0,0,0,1,0,0,54.0,50.0,46.0,51.0,46.0,44.0,100.0,86.0,71.0,30.05,29.96,29.89,10.0,9.0,3.0,23.0,10.0,28.0,0.61,7.0,124.0,0,0,0,1,0,54.0,50.0,46.0,51.0,46.0,44.0,100.0,86.0,71.0,30.05,29.96,29.89,10.0,9.0,3.0,23.0,10.0,28.0,0.61,7.0,124.0,0,0,0,1,0
784,249,2014,2,4,55.0,51.0,47.0,54.0,50.0,46.0,100.0,92.0,83.0,30.11,30.06,30.02,10.0,10.0,6.0,26.0,10.0,35.0,0.14,7.0,122.0,0,0,0,1,0,0,55.0,51.0,47.0,54.0,50.0,46.0,100.0,92.0,83.0,30.11,30.06,30.02,10.0,10.0,6.0,26.0,10.0,35.0,0.14,7.0,122.0,0,0,0,1,0,55.0,51.0,47.0,54.0,50.0,46.0,100.0,92.0,83.0,30.11,30.06,30.02,10.0,10.0,6.0,26.0,10.0,35.0,0.14,7.0,122.0,0,0,0,1,0
787,249,2014,2,5,61.0,57.0,53.0,54.0,51.0,48.0,86.0,79.0,72.0,30.18,30.13,30.09,10.0,10.0,10.0,22.0,13.0,29.0,0.02,7.0,126.0,0,0,0,1,0,1,61.0,57.0,53.0,54.0,51.0,48.0,86.0,79.0,72.0,30.18,30.13,30.09,10.0,10.0,10.0,22.0,13.0,29.0,0.02,7.0,126.0,0,0,0,1,0,61.0,57.0,53.0,54.0,51.0,48.0,86.0,79.0,72.0,30.18,30.13,30.09,10.0,10.0,10.0,22.0,13.0,29.0,0.02,7.0,126.0,0,0,0,1,0
790,249,2014,2,6,63.0,60.0,57.0,55.0,53.0,52.0,93.0,80.0,67.0,30.18,30.14,30.1,10.0,10.0,10.0,17.0,10.0,23.0,0.05,8.0,136.0,0,0,1,0,0,1,63.0,60.0,57.0,55.0,53.0,52.0,93.0,80.0,67.0,30.18,30.14,30.1,10.0,10.0,10.0,17.0,10.0,23.0,0.05,8.0,136.0,0,0,1,0,0,63.0,60.0,57.0,55.0,53.0,52.0,93.0,80.0,67.0,30.18,30.14,30.1,10.0,10.0,10.0,17.0,10.0,23.0,0.05,8.0,136.0,0,0,1,0,0
794,249,2014,2,0,62.0,57.0,51.0,54.0,52.0,50.0,100.0,86.0,72.0,30.28,30.22,30.12,10.0,9.0,2.0,14.0,5.0,16.0,0.01,7.0,311.0,0,0,1,0,0,0,62.0,57.0,51.0,54.0,52.0,50.0,100.0,86.0,72.0,30.28,30.22,30.12,10.0,9.0,2.0,14.0,5.0,16.0,0.01,7.0,311.0,0,0,1,0,0,62.0,57.0,51.0,54.0,52.0,50.0,100.0,86.0,72.0,30.28,30.22,30.12,10.0,9.0,2.0,14.0,5.0,16.0,0.01,7.0,311.0,0,0,1,0,0
802,249,2014,2,1,62.0,56.0,49.0,52.0,49.0,46.0,100.0,80.0,60.0,30.26,30.23,30.17,10.0,6.0,1.0,14.0,3.0,17.0,0.0,7.0,325.0,0,0,1,0,0,0,62.0,56.0,49.0,52.0,49.0,46.0,100.0,80.0,60.0,30.26,30.23,30.17,10.0,6.0,1.0,14.0,3.0,17.0,0.0,7.0,325.0,0,0,1,0,0,62.0,56.0,49.0,52.0,49.0,46.0,100.0,80.0,60.0,30.26,30.23,30.17,10.0,6.0,1.0,14.0,3.0,17.0,0.0,7.0,325.0,0,0,1,0,0
804,249,2014,2,2,63.0,56.0,49.0,50.0,47.0,41.0,93.0,78.0,48.0,30.29,30.23,30.19,10.0,8.0,3.0,12.0,3.0,14.0,0.0,7.0,294.0,0,0,1,0,0,0,63.0,56.0,49.0,50.0,47.0,41.0,93.0,78.0,48.0,30.29,30.23,30.19,10.0,8.0,3.0,12.0,3.0,14.0,0.0,7.0,294.0,0,0,1,0,0,63.0,56.0,49.0,50.0,47.0,41.0,93.0,78.0,48.0,30.29,30.23,30.19,10.0,8.0,3.0,12.0,3.0,14.0,0.0,7.0,294.0,0,0,1,0,0
811,249,2014,2,3,69.0,59.0,49.0,55.0,51.0,46.0,100.0,80.0,59.0,30.23,30.17,30.1,10.0,6.0,0.0,13.0,4.0,15.0,0.0,5.0,276.0,1,0,0,0,0,0,69.0,59.0,49.0,55.0,51.0,46.0,100.0,80.0,59.0,30.23,30.17,30.1,10.0,6.0,0.0,13.0,4.0,15.0,0.0,5.0,276.0,1,0,0,0,0,69.0,59.0,49.0,55.0,51.0,46.0,100.0,80.0,59.0,30.23,30.17,30.1,10.0,6.0,0.0,13.0,4.0,15.0,0.0,5.0,276.0,1,0,0,0,0
817,249,2014,2,4,63.0,58.0,53.0,56.0,53.0,48.0,100.0,82.0,64.0,30.17,30.13,30.06,10.0,7.0,1.0,12.0,4.0,14.0,0.0,7.0,312.0,0,0,1,0,0,0,63.0,58.0,53.0,56.0,53.0,48.0,100.0,82.0,64.0,30.17,30.13,30.06,10.0,7.0,1.0,12.0,4.0,14.0,0.0,7.0,312.0,0,0,1,0,0,63.0,58.0,53.0,56.0,53.0,48.0,100.0,82.0,64.0,30.17,30.13,30.06,10.0,7.0,1.0,12.0,4.0,14.0,0.0,7.0,312.0,0,0,1,0,0
818,249,2014,2,5,63.0,56.0,48.0,52.0,49.0,46.0,93.0,80.0,67.0,30.06,30.02,29.98,10.0,10.0,10.0,18.0,6.0,23.0,0.02,6.0,128.0,0,0,0,1,0,1,63.0,56.0,48.0,52.0,49.0,46.0,93.0,80.0,67.0,30.06,30.02,29.98,10.0,10.0,10.0,18.0,6.0,23.0,0.02,6.0,128.0,0,0,0,1,0,63.0,56.0,48.0,52.0,49.0,46.0,93.0,80.0,67.0,30.06,30.02,29.98,10.0,10.0,10.0,18.0,6.0,23.0,0.02,6.0,128.0,0,0,0,1,0
824,249,2014,2,6,63.0,55.0,47.0,54.0,45.0,33.0,100.0,67.0,34.0,30.21,30.13,30.05,10.0,9.0,2.0,14.0,5.0,23.0,0.04,5.0,307.0,0,0,0,1,0,1,63.0,55.0,47.0,54.0,45.0,33.0,100.0,67.0,34.0,30.21,30.13,30.05,10.0,9.0,2.0,14.0,5.0,23.0,0.04,5.0,307.0,0,0,0,1,0,63.0,55.0,47.0,54.0,45.0,33.0,100.0,67.0,34.0,30.21,30.13,30.05,10.0,9.0,2.0,14.0,5.0,23.0,0.04,5.0,307.0,0,0,0,1,0
830,249,2014,2,0,61.0,50.0,39.0,46.0,40.0,36.0,86.0,64.0,42.0,30.19,30.15,30.11,10.0,10.0,10.0,16.0,6.0,20.0,0.0,3.0,307.0,0,0,1,0,0,0,61.0,50.0,39.0,46.0,40.0,36.0,86.0,64.0,42.0,30.19,30.15,30.11,10.0,10.0,10.0,16.0,6.0,20.0,0.0,3.0,307.0,0,0,1,0,0,61.0,50.0,39.0,46.0,40.0,36.0,86.0,64.0,42.0,30.19,30.15,30.11,10.0,10.0,10.0,16.0,6.0,20.0,0.0,3.0,307.0,0,0,1,0,0
831,249,2014,2,1,64.0,54.0,43.0,49.0,44.0,38.0,89.0,64.0,39.0,30.21,30.15,30.1,10.0,10.0,10.0,20.0,4.0,24.0,0.0,5.0,316.0,0,0,1,0,0,0,64.0,54.0,43.0,49.0,44.0,38.0,89.0,64.0,39.0,30.21,30.15,30.1,10.0,10.0,10.0,20.0,4.0,24.0,0.0,5.0,316.0,0,0,1,0,0,64.0,54.0,43.0,49.0,44.0,38.0,89.0,64.0,39.0,30.21,30.15,30.1,10.0,10.0,10.0,20.0,4.0,24.0,0.0,5.0,316.0,0,0,1,0,0
