,total_docks,year,month,weekday,max_temperature_f_x,mean_temperature_f_x,min_temperature_f_x,max_dew_point_f_x,mean_dew_point_f_x,min_dew_point_f_x,max_humidity_x,mean_humidity_x,min_humidity_x,max_sea_level_pressure_inches_x,mean_sea_level_pressure_inches_x,min_sea_level_pressure_inches_x,max_visibility_miles_x,mean_visibility_miles_x,min_visibility_miles_x,max_wind_Speed_mph_x,mean_wind_speed_mph_x,max_gust_speed_mph_x,precipitation_inches_x,cloud_cover_x,wind_dir_degrees_x,Fog_x,Fog-Rain_x,Normal_x,Rain_x,Rain-Thunderstorm_x,weekend,max_temperature_f_y,mean_temperature_f_y,min_temperature_f_y,max_dew_point_f_y,mean_dew_point_f_y,min_dew_point_f_y,max_humidity_y,mean_humidity_y,min_humidity_y,max_sea_level_pressure_inches_y,mean_sea_level_pressure_inches_y,min_sea_level_pressure_inches_y,max_visibility_miles_y,mean_visibility_miles_y,min_visibility_miles_y,max_wind_Speed_mph_y,mean_wind_speed_mph_y,max_gust_speed_mph_y,precipitation_inches_y,cloud_cover_y,wind_dir_degrees_y,Fog_y,Fog-Rain_y,Normal_y,Rain_y,Rain-Thunderstorm_y,max_temperature_f,mean_temperature_f,min_temperature_f,max_dew_point_f,mean_dew_point_f,min_dew_point_f,max_humidity,mean_humidity,min_humidity,max_sea_level_pressure_inches,mean_sea_level_pressure_inches,min_sea_level_pressure_inches,max_visibility_miles,mean_visibility_miles,min_visibility_miles,max_wind_Speed_mph,mean_wind_speed_mph,max_gust_speed_mph,precipitation_inches,cloud_cover,wind_dir_degrees,Fog,Fog-Rain,Normal,Rain,Rain-Thunderstorm
2698,115,2015,3,1,64.0,57.0,50.0,54.0,48.0,45.0,82.0,73.0,59.0,30.33,30.29,30.24,10.0,10.0,10.0,13.0,4.0,22.0,0.0,4.0,277.0,0,0,1,0,0,0,64.0,57.0,50.0,54.0,48.0,45.0,82.0,73.0,59.0,30.33,30.29,30.24,10.0,10.0,10.0,13.0,4.0,22.0,0.0,4.0,277.0,0,0,1,0,0,64.0,57.0,50.0,54.0,48.0,45.0,82.0,73.0,59.0,30.33,30.29,30.24,10.0,10.0,10.0,13.0,4.0,22.0,0.0,4.0,277.0,0,0,1,0,0
2703,115,2015,3,2,75.0,64.0,53.0,54.0,50.0,45.0,88.0,74.0,38.0,30.27,30.22,30.16,10.0,10.0,10.0,9.0,3.0,12.0,0.0,0.0,321.0,0,0,1,0,0,0,75.0,64.0,53.0,54.0,50.0,45.0,88.0,74.0,38.0,30.27,30.22,30.16,10.0,10.0,10.0,9.0,3.0,12.0,0.0,0.0,321.0,0,0,1,0,0,75.0,64.0,53.0,54.0,50.0,45.0,88.0,74.0,38.0,30.27,30.22,30.16,10.0,10.0,10.0,9.0,3.0,12.0,0.0,0.0,321.0,0,0,1,0,0
2709,115,2015,3,3,80.0,66.0,53.0,57.0,51.0,48.0,88.0,71.0,32.0,30.19,30.14,30.06,10.0,10.0,10.0,7.0,1.0,10.0,0.0,0.0,328.0,0,0,1,0,0,0,80.0,66.0,53.0,57.0,51.0,48.0,88.0,71.0,32.0,30.19,30.14,30.06,10.0,10.0,10.0,7.0,1.0,10.0,0.0,0.0,328.0,0,0,1,0,0,80.0,66.0,53.0,57.0,51.0,48.0,88.0,71.0,32.0,30.19,30.14,30.06,10.0,10.0,10.0,7.0,1.0,10.0,0.0,0.0,328.0,0,0,1,0,0
2715,115,2015,3,4,68.0,60.0,53.0,57.0,52.0,48.0,88.0,77.0,56.0,30.19,30.14,30.1,10.0,10.0,10.0,15.0,4.0,22.0,0.0,0.0,303.0,0,0,1,0,0,0,68.0,60.0,53.0,57.0,52.0,48.0,88.0,77.0,56.0,30.19,30.14,30.1,10.0,10.0,10.0,15.0,4.0,22.0,0.0,0.0,303.0,0,0,1,0,0,68.0,60.0,53.0,57.0,52.0,48.0,88.0,77.0,56.0,30.19,30.14,30.1,10.0,10.0,10.0,15.0,4.0,22.0,0.0,0.0,303.0,0,0,1,0,0
2722,115,2015,3,6,78.0,63.0,48.0,55.0,46.0,39.0,87.0,66.0,24.0,30.14,30.09,30.01,10.0,10.0,10.0,12.0,3.0,14.0,0.0,1.0,303.0,0,0,1,0,0,1,78.0,63.0,48.0,55.0,46.0,39.0,87.0,66.0,24.0,30.14,30.09,30.01,10.0,10.0,10.0,12.0,3.0,14.0,0.0,1.0,303.0,0,0,1,0,0,78.0,63.0,48.0,55.0,46.0,39.0,87.0,66.0,24.0,30.14,30.09,30.01,10.0,10.0,10.0,12.0,3.0,14.0,0.0,1.0,303.0,0,0,1,0,0
2725,115,2015,3,0,68.0,60.0,51.0,50.0,47.0,46.0,82.0,70.0,46.0,30.11,30.06,30.03,10.0,10.0,10.0,17.0,5.0,25.0,0.0,1.0,278.0,0,0,1,0,0,0,68.0,60.0,51.0,50.0,47.0,46.0,82.0,70.0,46.0,30.11,30.06,30.03,10.0,10.0,10.0,17.0,5.0,25.0,0.0,1.0,278.0,0,0,1,0,0,68.0,60.0,51.0,50.0,47.0,46.0,82.0,70.0,46.0,30.11,30.06,30.03,10.0,10.0,10.0,17.0,5.0,25.0,0.0,1.0,278.0,0,0,1,0,0
2730,115,2015,3,1,64.0,60.0,55.0,50.0,46.0,39.0,82.0,67.0,42.0,30.21,30.15,30.09,10.0,10.0,10.0,22.0,14.0,28.0,0.0,1.0,287.0,0,0,1,0,0,0,64.0,60.0,55.0,50.0,46.0,39.0,82.0,67.0,42.0,30.21,30.15,30.09,10.0,10.0,10.0,22.0,14.0,28.0,0.0,1.0,287.0,0,0,1,0,0,64.0,60.0,55.0,50.0,46.0,39.0,82.0,67.0,42.0,30.21,30.15,30.09,10.0,10.0,10.0,22.0,14.0,28.0,0.0,1.0,287.0,0,0,1,0,0
2739,115,2015,4,2,64.0,57.0,50.0,45.0,39.0,30.0,72.0,58.0,32.0,30.22,30.17,30.1,10.0,10.0,10.0,18.0,9.0,30.0,0.0,1.0,283.0,0,0,1,0,0,0,64.0,57.0,50.0,45.0,39.0,30.0,72.0,58.0,32.0,30.22,30.17,30.1,10.0,10.0,10.0,18.0,9.0,30.0,0.0,1.0,283.0,0,0,1,0,0,64.0,57.0,50.0,45.0,39.0,30.0,72.0,58.0,32.0,30.22,30.17,30.1,10.0,10.0,10.0,18.0,9.0,30.0,0.0,1.0,283.0,0,0,1,0,0
2741,115,2015,4,3,68.0,59.0,50.0,45.0,36.0,28.0,72.0,51.0,24.0,30.23,30.17,30.13,10.0,10.0,10.0,14.0,5.0,21.0,0.0,0.0,301.0,0,0,1,0,0,0,68.0,59.0,50.0,45.0,36.0,28.0,72.0,51.0,24.0,30.23,30.17,30.13,10.0,10.0,10.0,14.0,5.0,21.0,0.0,0.0,301.0,0,0,1,0,0,68.0,59.0,50.0,45.0,36.0,28.0,72.0,51.0,24.0,30.23,30.17,30.13,10.0,10.0,10.0,14.0,5.0,21.0,0.0,0.0,301.0,0,0,1,0,0
2745,115,2015,4,4,71.0,58.0,46.0,48.0,38.0,32.0,71.0,58.0,23.0,30.24,30.18,30.13,10.0,10.0,10.0,18.0,3.0,24.0,0.0,0.0,290.0,0,0,1,0,0,0,71.0,58.0,46.0,48.0,38.0,32.0,71.0,58.0,23.0,30.24,30.18,30.13,10.0,10.0,10.0,18.0,3.0,24.0,0.0,0.0,290.0,0,0,1,0,0,71.0,58.0,46.0,48.0,38.0,32.0,71.0,58.0,23.0,30.24,30.18,30.13,10.0,10.0,10.0,18.0,3.0,24.0,0.0,0.0,290.0,0,0,1,0,0
2754,115,2015,4,6,59.0,52.0,46.0,46.0,41.0,37.0,82.0,71.0,48.0,30.0,29.95,29.92,10.0,10.0,10.0,16.0,3.0,23.0,0.0,2.0,215.0,0,0,1,0,0,1,59.0,52.0,46.0,46.0,41.0,37.0,82.0,71.0,48.0,30.0,29.95,29.92,10.0,10.0,10.0,16.0,3.0,23.0,0.0,2.0,215.0,0,0,1,0,0,59.0,52.0,46.0,46.0,41.0,37.0,82.0,71.0,48.0,30.0,29.95,29.92,10.0,10.0,10.0,16.0,3.0,23.0,0.0,2.0,215.0,0,0,1,0,0
2762,115,2015,4,0,62.0,52.0,42.0,45.0,40.0,36.0,87.0,66.0,37.0,29.99,29.94,29.86,10.0,10.0,10.0,15.0,5.0,22.0,0.0,3.0,173.0,0,0,1,0,0,0,62.0,52.0,42.0,45.0,40.0,36.0,87.0,66.0,37.0,29.99,29.94,29.86,10.0,10.0,10.0,15.0,5.0,22.0,0.0,3.0,173.0,0,0,1,0,0,62.0,52.0,42.0,45.0,40.0,36.0,87.0,66.0,37.0,29.99,29.94,29.86,10.0,10.0,10.0,15.0,5.0,22.0,0.0,3.0,173.0,0,0,1,0,0
2765,115,2015,4,1,59.0,54.0,50.0,48.0,45.0,37.0,94.0,76.0,48.0,30.08,29.9,29.78,10.0,8.0,2.0,17.0,10.0,25.0,0.06,6.0,207.0,0,0,0,1,0,0,59.0,54.0,50.0,48.0,45.0,37.0,94.0,76.0,48.0,30.08,29.9,29.78,10.0,8.0,2.0,17.0,10.0,25.0,0.06,6.0,207.0,0,0,0,1,0,59.0,54.0,50.0,48.0,45.0,37.0,94.0,76.0,48.0,30.08,29.9,29.78,10.0,8.0,2.0,17.0,10.0,25.0,0.06,6.0,207.0,0,0,0,1,0
2769,115,2015,4,2,62.0,55.0,48.0,48.0,44.0,37.0,87.0,72.0,39.0,30.2,30.13,30.08,10.0,10.0,10.0,12.0,5.0,14.0,0.0,3.0,271.0,0,0,1,0,0,0,62.0,55.0,48.0,48.0,44.0,37.0,87.0,72.0,39.0,30.2,30.13,30.08,10.0,10.0,10.0,12.0,5.0,14.0,0.0,3.0,271.0,0,0,1,0,0,62.0,55.0,48.0,48.0,44.0,37.0,87.0,72.0,39.0,30.2,30.13,30.08,10.0,10.0,10.0,12.0,5.0,14.0,0.0,3.0,271.0,0,0,1,0,0
2776,115,2015,4,3,66.0,56.0,46.0,46.0,42.0,36.0,87.0,66.0,32.0,30.11,30.05,29.96,10.0,10.0,10.0,13.0,2.0,16.0,0.0,2.0,312.0,0,0,1,0,0,0,66.0,56.0,46.0,46.0,42.0,36.0,87.0,66.0,32.0,30.11,30.05,29.96,10.0,10.0,10.0,13.0,2.0,16.0,0.0,2.0,312.0,0,0,1,0,0,66.0,56.0,46.0,46.0,42.0,36.0,87.0,66.0,32.0,30.11,30.05,29.96,10.0,10.0,10.0,13.0,2.0,16.0,0.0,2.0,312.0,0,0,1,0,0
2780,115,2015,4,4,68.0,58.0,48.0,48.0,38.0,27.0,76.0,57.0,28.0,30.08,30.03,30.0,10.0,10.0,10.0,15.0,3.0,20.0,0.0,1.0,284.0,0,0,1,0,0,0,68.0,58.0,48.0,48.0,38.0,27.0,76.0,57.0,28.0,30.08,30.03,30.0,10.0,10.0,10.0,15.0,3.0,20.0,0.0,1.0,284.0,0,0,1,0,0,68.0,58.0,48.0,48.0,38.0,27.0,76.0,57.0,28.0,30.08,30.03,30.0,10.0,10.0,10.0,15.0,3.0,20.0,0.0,1.0,284.0,0,0,1,0,0
2791,115,2015,4,6,77.0,64.0,50.0,50.0,46.0,41.0,87.0,64.0,29.0,30.07,30.03,29.96,10.0,10.0,10.0,9.0,4.0,12.0,0.0,0.0,311.0,0,0,1,0,0,1,77.0,64.0,50.0,50.0,46.0,41.0,87.0,64.0,29.0,30.07,30.03,29.96,10.0,10.0,10.0,9.0,4.0,12.0,0.0,0.0,311.0,0,0,1,0,0,77.0,64.0,50.0,50.0,46.0,41.0,87.0,64.0,29.0,30.07,30.03,29.96,10.0,10.0,10.0,9.0,4.0,12.0,0.0,0.0,311.0,0,0,1,0,0
2793,115,2015,4,0,60.0,55.0,50.0,50.0,46.0,45.0,87.0,73.0,55.0,30.19,30.09,30.02,10.0,10.0,10.0,18.0,6.0,24.0,0.0,2.0,284.0,0,0,1,0,0,0,60.0,55.0,50.0,50.0,46.0,45.0,87.0,73.0,55.0,30.19,30.09,30.02,10.0,10.0,10.0,18.0,6.0,24.0,0.0,2.0,284.0,0,0,1,0,0,60.0,55.0,50.0,50.0,46.0,45.0,87.0,73.0,55.0,30.19,30.09,30.02,10.0,10.0,10.0,18.0,6.0,24.0,0.0,2.0,284.0,0,0,1,0,0
2798,115,2015,4,1,62.0,55.0,48.0,45.0,37.0,25.0,72.0,57.0,27.0,30.36,30.27,30.19,10.0,10.0,10.0,18.0,10.0,22.0,0.0,0.0,296.0,0,0,1,0,0,0,62.0,55.0,48.0,45.0,37.0,25.0,72.0,57.0,27.0,30.36,30.27,30.19,10.0,10.0,10.0,18.0,10.0,22.0,0.0,0.0,296.0,0,0,1,0,0,62.0,55.0,48.0,45.0,37.0,25.0,72.0,57.0,27.0,30.36,30.27,30.19,10.0,10.0,10.0,18.0,10.0,22.0,0.0,0.0,296.0,0,0,1,0,0
2804,115,2015,4,2,71.0,60.0,48.0,39.0,35.0,28.0,71.0,47.0,20.0,30.26,30.15,30.02,10.0,10.0,10.0,12.0,5.0,14.0,0.0,1.0,297.0,0,0,1,0,0,0,71.0,60.0,48.0,39.0,35.0,28.0,71.0,47.0,20.0,30.26,30.15,30.02,10.0,10.0,10.0,12.0,5.0,14.0,0.0,1.0,297.0,0,0,1,0,0,71.0,60.0,48.0,39.0,35.0,28.0,71.0,47.0,20.0,30.26,30.15,30.02,10.0,10.0,10.0,12.0,5.0,14.0,0.0,1.0,297.0,0,0,1,0,0
2806,115,2015,4,3,80.0,66.0,53.0,41.0,32.0,23.0,58.0,33.0,13.0,30.08,30.03,29.98,10.0,10.0,10.0,17.0,4.0,17.0,0.0,0.0,336.0,0,0,1,0,0,0,80.0,66.0,53.0,41.0,32.0,23.0,58.0,33.0,13.0,30.08,30.03,29.98,10.0,10.0,10.0,17.0,4.0,17.0,0.0,0.0,336.0,0,0,1,0,0,80.0,66.0,53.0,41.0,32.0,23.0,58.0,33.0,13.0,30.08,30.03,29.98,10.0,10.0,10.0,17.0,4.0,17.0,0.0,0.0,336.0,0,0,1,0,0
2814,115,2015,4,4,77.0,64.0,51.0,50.0,38.0,27.0,77.0,48.0,18.0,30.11,30.07,30.01,10.0,10.0,10.0,14.0,3.0,17.0,0.0,0.0,320.0,0,0,1,0,0,0,77.0,64.0,51.0,50.0,38.0,27.0,77.0,48.0,18.0,30.11,30.07,30.01,10.0,10.0,10.0,14.0,3.0,17.0,0.0,0.0,320.0,0,0,1,0,0,77.0,64.0,51.0,50.0,38.0,27.0,77.0,48.0,18.0,30.11,30.07,30.01,10.0,10.0,10.0,14.0,3.0,17.0,0.0,0.0,320.0,0,0,1,0,0
2817,115,2015,4,5,69.0,60.0,50.0,54.0,48.0,45.0,88.0,77.0,46.0,30.08,30.02,29.92,10.0,10.0,6.0,12.0,3.0,14.0,0.0,1.0,338.0,0,0,1,0,0,1,69.0,60.0,50.0,54.0,48.0,45.0,88.0,77.0,46.0,30.08,30.02,29.92,10.0,10.0,6.0,12.0,3.0,14.0,0.0,1.0,338.0,0,0,1,0,0,69.0,60.0,50.0,54.0,48.0,45.0,88.0,77.0,46.0,30.08,30.02,29.92,10.0,10.0,6.0,12.0,3.0,14.0,0.0,1.0,338.0,0,0,1,0,0
2825,115,2015,4,0,66.0,60.0,53.0,54.0,49.0,48.0,82.0,76.0,56.0,29.92,29.89,29.84,10.0,10.0,10.0,14.0,6.0,17.0,0.0,6.0,278.0,0,0,1,0,0,0,66.0,60.0,53.0,54.0,49.0,48.0,82.0,76.0,56.0,29.92,29.89,29.84,10.0,10.0,10.0,14.0,6.0,17.0,0.0,6.0,278.0,0,0,1,0,0,66.0,60.0,53.0,54.0,49.0,48.0,82.0,76.0,56.0,29.92,29.89,29.84,10.0,10.0,10.0,14.0,6.0,17.0,0.0,6.0,278.0,0,0,1,0,0
2828,115,2015,4,1,62.0,58.0,53.0,48.0,48.0,48.0,82.0,78.0,59.0,29.93,29.89,29.86,10.0,10.0,10.0,16.0,6.0,21.0,0.0,5.0,253.0,0,0,1,0,0,0,62.0,58.0,53.0,48.0,48.0,48.0,82.0,78.0,59.0,29.93,29.89,29.86,10.0,10.0,10.0,16.0,6.0,21.0,0.0,5.0,253.0,0,0,1,0,0,62.0,58.0,53.0,48.0,48.0,48.0,82.0,78.0,59.0,29.93,29.89,29.86,10.0,10.0,10.0,16.0,6.0,21.0,0.0,5.0,253.0,0,0,1,0,0
2834,115,2015,4,2,64.0,57.0,50.0,52.0,48.0,46.0,88.0,77.0,59.0,29.92,29.88,29.86,10.0,10.0,10.0,14.0,4.0,21.0,0.0,3.0,275.0,0,0,1,0,0,0,64.0,57.0,50.0,52.0,48.0,46.0,88.0,77.0,59.0,29.92,29.88,29.86,10.0,10.0,10.0,14.0,4.0,21.0,0.0,3.0,275.0,0,0,1,0,0,64.0,57.0,50.0,52.0,48.0,46.0,88.0,77.0,59.0,29.92,29.88,29.86,10.0,10.0,10.0,14.0,4.0,21.0,0.0,3.0,275.0,0,0,1,0,0
2838,115,2015,4,3,64.0,57.0,50.0,50.0,46.0,45.0,82.0,72.0,56.0,29.93,29.89,29.86,10.0,10.0,8.0,17.0,5.0,24.0,0.0,4.0,259.0,0,0,1,0,0,0,64.0,57.0,50.0,50.0,46.0,45.0,82.0,72.0,56.0,29.93,29.89,29.86,10.0,10.0,8.0,17.0,5.0,24.0,0.0,4.0,259.0,0,0,1,0,0,64.0,57.0,50.0,50.0,46.0,45.0,82.0,72.0,56.0,29.93,29.89,29.86,10.0,10.0,8.0,17.0,5.0,24.0,0.0,4.0,259.0,0,0,1,0,0
2847,115,2015,4,4,62.0,58.0,53.0,54.0,47.0,37.0,88.0,71.0,42.0,30.06,29.99,29.92,10.0,10.0,5.0,23.0,13.0,32.0,0.0,4.0,256.0,0,0,0,1,0,0,62.0,58.0,53.0,54.0,47.0,37.0,88.0,71.0,42.0,30.06,29.99,29.92,10.0,10.0,5.0,23.0,13.0,32.0,0.0,4.0,256.0,0,0,0,1,0,62.0,58.0,53.0,54.0,47.0,37.0,88.0,71.0,42.0,30.06,29.99,29.92,10.0,10.0,5.0,23.0,13.0,32.0,0.0,4.0,256.0,0,0,0,1,0
2858,115,2015,4,0,84.0,68.0,53.0,55.0,48.0,43.0,88.0,69.0,23.0,30.08,30.03,29.94,10.0,10.0,10.0,13.0,3.0,16.0,0.0,1.0,300.0,0,0,1,0,0,0,84.0,68.0,53.0,55.0,48.0,43.0,88.0,69.0,23.0,30.08,30.03,29.94,10.0,10.0,10.0,13.0,3.0,16.0,0.0,1.0,300.0,0,0,1,0,0,84.0,68.0,53.0,55.0,48.0,43.0,88.0,69.0,23.0,30.08,30.03,29.94,10.0,10.0,10.0,13.0,3.0,16.0,0.0,1.0,300.0,0,0,1,0,0
2860,115,2015,4,1,66.0,60.0,53.0,50.0,49.0,48.0,88.0,76.0,52.0,30.07,30.05,30.02,10.0,10.0,10.0,14.0,7.0,18.0,0.0,4.0,279.0,0,0,1,0,0,0,66.0,60.0,53.0,50.0,49.0,48.0,88.0,76.0,52.0,30.07,30.05,30.02,10.0,10.0,10.0,14.0,7.0,18.0,0.0,4.0,279.0,0,0,1,0,0,66.0,60.0,53.0,50.0,49.0,48.0,88.0,76.0,52.0,30.07,30.05,30.02,10.0,10.0,10.0,14.0,7.0,18.0,0.0,4.0,279.0,0,0,1,0,0
2865,115,2015,4,2,71.0,61.0,51.0,52.0,47.0,41.0,82.0,69.0,38.0,30.05,30.0,29.91,10.0,10.0,10.0,14.0,4.0,18.0,0.0,1.0,277.0,0,0,1,0,0,0,71.0,61.0,51.0,52.0,47.0,41.0,82.0,69.0,38.0,30.05,30.0,29.91,10.0,10.0,10.0,14.0,4.0,18.0,0.0,1.0,277.0,0,0,1,0,0,71.0,61.0,51.0,52.0,47.0,41.0,82.0,69.0,38.0,30.05,30.0,29.91,10.0,10.0,10.0,14.0,4.0,18.0,0.0,1.0,277.0,0,0,1,0,0
2874,115,2015,5,4,78.0,68.0,57.0,55.0,48.0,43.0,82.0,55.0,34.0,29.92,29.85,29.81,10.0,10.0,10.0,13.0,3.0,16.0,0.0,0.0,329.0,0,0,1,0,0,0,78.0,68.0,57.0,55.0,48.0,43.0,82.0,55.0,34.0,29.92,29.85,29.81,10.0,10.0,10.0,13.0,3.0,16.0,0.0,0.0,329.0,0,0,1,0,0,78.0,68.0,57.0,55.0,48.0,43.0,82.0,55.0,34.0,29.92,29.85,29.81,10.0,10.0,10.0,13.0,3.0,16.0,0.0,0.0,329.0,0,0,1,0,0
2878,115,2015,5,5,69.0,62.0,55.0,54.0,51.0,48.0,88.0,77.0,49.0,29.92,29.89,29.82,10.0,10.0,8.0,7.0,4.0,10.0,0.0,3.0,289.0,0,0,1,0,0,1,69.0,62.0,55.0,54.0,51.0,48.0,88.0,77.0,49.0,29.92,29.89,29.82,10.0,10.0,8.0,7.0,4.0,10.0,0.0,3.0,289.0,0,0,1,0,0,69.0,62.0,55.0,54.0,51.0,48.0,88.0,77.0,49.0,29.92,29.89,29.82,10.0,10.0,8.0,7.0,4.0,10.0,0.0,3.0,289.0,0,0,1,0,0
2884,115,2015,5,6,64.0,58.0,53.0,50.0,47.0,46.0,82.0,72.0,52.0,29.94,29.9,29.87,10.0,10.0,10.0,18.0,6.0,22.0,0.0,4.0,271.0,0,0,1,0,0,1,64.0,58.0,53.0,50.0,47.0,46.0,82.0,72.0,52.0,29.94,29.9,29.87,10.0,10.0,10.0,18.0,6.0,22.0,0.0,4.0,271.0,0,0,1,0,0,64.0,58.0,53.0,50.0,47.0,46.0,82.0,72.0,52.0,29.94,29.9,29.87,10.0,10.0,10.0,18.0,6.0,22.0,0.0,4.0,271.0,0,0,1,0,0
2886,115,2015,5,0,68.0,59.0,50.0,46.0,46.0,45.0,87.0,74.0,46.0,30.01,29.97,29.94,10.0,10.0,10.0,21.0,9.0,30.0,0.0,6.0,256.0,0,0,1,0,0,0,68.0,59.0,50.0,46.0,46.0,45.0,87.0,74.0,46.0,30.01,29.97,29.94,10.0,10.0,10.0,21.0,9.0,30.0,0.0,6.0,256.0,0,0,1,0,0,68.0,59.0,50.0,46.0,46.0,45.0,87.0,74.0,46.0,30.01,29.97,29.94,10.0,10.0,10.0,21.0,9.0,30.0,0.0,6.0,256.0,0,0,1,0,0
2891,115,2015,5,1,60.0,54.0,48.0,46.0,45.0,43.0,87.0,74.0,55.0,29.99,29.97,29.93,10.0,10.0,10.0,17.0,5.0,29.0,0.0,3.0,244.0,0,0,1,0,0,0,60.0,54.0,48.0,46.0,45.0,43.0,87.0,74.0,55.0,29.99,29.97,29.93,10.0,10.0,10.0,17.0,5.0,29.0,0.0,3.0,244.0,0,0,1,0,0,60.0,54.0,48.0,46.0,45.0,43.0,87.0,74.0,55.0,29.99,29.97,29.93,10.0,10.0,10.0,17.0,5.0,29.0,0.0,3.0,244.0,0,0,1,0,0
2900,115,2015,5,2,66.0,58.0,50.0,50.0,44.0,41.0,82.0,71.0,45.0,29.94,29.9,29.83,10.0,10.0,9.0,15.0,8.0,21.0,0.0,4.0,249.0,0,0,1,0,0,0,66.0,58.0,50.0,50.0,44.0,41.0,82.0,71.0,45.0,29.94,29.9,29.83,10.0,10.0,9.0,15.0,8.0,21.0,0.0,4.0,249.0,0,0,1,0,0,66.0,58.0,50.0,50.0,44.0,41.0,82.0,71.0,45.0,29.94,29.9,29.83,10.0,10.0,9.0,15.0,8.0,21.0,0.0,4.0,249.0,0,0,1,0,0
2905,115,2015,5,3,64.0,57.0,50.0,48.0,43.0,39.0,82.0,67.0,40.0,29.84,29.79,29.74,10.0,10.0,9.0,13.0,5.0,16.0,0.0,4.0,262.0,0,0,1,0,0,0,64.0,57.0,50.0,48.0,43.0,39.0,82.0,67.0,40.0,29.84,29.79,29.74,10.0,10.0,9.0,13.0,5.0,16.0,0.0,4.0,262.0,0,0,1,0,0,64.0,57.0,50.0,48.0,43.0,39.0,82.0,67.0,40.0,29.84,29.79,29.74,10.0,10.0,9.0,13.0,5.0,16.0,0.0,4.0,262.0,0,0,1,0,0
2906,115,2015,5,4,66.0,58.0,50.0,50.0,47.0,45.0,87.0,74.0,4.0,30.05,29.87,29.78,10.0,10.0,9.0,13.0,4.0,16.0,0.0,1.0,267.0,0,0,1,0,0,0,66.0,58.0,50.0,50.0,47.0,45.0,87.0,74.0,4.0,30.05,29.87,29.78,10.0,10.0,9.0,13.0,4.0,16.0,0.0,1.0,267.0,0,0,1,0,0,66.0,58.0,50.0,50.0,47.0,45.0,87.0,74.0,4.0,30.05,29.87,29.78,10.0,10.0,9.0,13.0,4.0,16.0,0.0,1.0,267.0,0,0,1,0,0
2915,115,2015,5,6,64.0,57.0,50.0,48.0,47.0,45.0,94.0,76.0,52.0,30.12,30.06,30.0,10.0,10.0,10.0,16.0,9.0,21.0,0.0,4.0,271.0,0,0,1,0,0,1,64.0,57.0,50.0,48.0,47.0,45.0,94.0,76.0,52.0,30.12,30.06,30.0,10.0,10.0,10.0,16.0,9.0,21.0,0.0,4.0,271.0,0,0,1,0,0,64.0,57.0,50.0,48.0,47.0,45.0,94.0,76.0,52.0,30.12,30.06,30.0,10.0,10.0,10.0,16.0,9.0,21.0,0.0,4.0,271.0,0,0,1,0,0
2922,115,2015,5,0,60.0,56.0,51.0,48.0,46.0,43.0,88.0,72.0,55.0,30.01,29.97,29.9,10.0,10.0,10.0,20.0,7.0,28.0,0.0,2.0,253.0,0,0,1,0,0,0,60.0,56.0,51.0,48.0,46.0,43.0,88.0,72.0,55.0,30.01,29.97,29.9,10.0,10.0,10.0,20.0,7.0,28.0,0.0,2.0,253.0,0,0,1,0,0,60.0,56.0,51.0,48.0,46.0,43.0,88.0,72.0,55.0,30.01,29.97,29.9,10.0,10.0,10.0,20.0,7.0,28.0,0.0,2.0,253.0,0,0,1,0,0
2927,115,2015,5,1,62.0,56.0,50.0,43.0,41.0,36.0,76.0,63.0,37.0,30.0,29.95,29.91,10.0,10.0,10.0,22.0,13.0,32.0,0.0,1.0,273.0,0,0,1,0,0,0,62.0,56.0,50.0,43.0,41.0,36.0,76.0,63.0,37.0,30.0,29.95,29.91,10.0,10.0,10.0,22.0,13.0,32.0,0.0,1.0,273.0,0,0,1,0,0,62.0,56.0,50.0,43.0,41.0,36.0,76.0,63.0,37.0,30.0,29.95,29.91,10.0,10.0,10.0,22.0,13.0,32.0,0.0,1.0,273.0,0,0,1,0,0
2931,115,2015,5,2,62.0,56.0,51.0,48.0,43.0,41.0,77.0,65.0,45.0,30.01,29.96,29.91,10.0,10.0,10.0,14.0,8.0,18.0,0.0,2.0,264.0,0,0,1,0,0,0,62.0,56.0,51.0,48.0,43.0,41.0,77.0,65.0,45.0,30.01,29.96,29.91,10.0,10.0,10.0,14.0,8.0,18.0,0.0,2.0,264.0,0,0,1,0,0,62.0,56.0,51.0,48.0,43.0,41.0,77.0,65.0,45.0,30.01,29.96,29.91,10.0,10.0,10.0,14.0,8.0,18.0,0.0,2.0,264.0,0,0,1,0,0
2935,115,2015,5,3,62.0,58.0,53.0,52.0,47.0,45.0,82.0,72.0,52.0,29.91,29.86,29.81,10.0,10.0,10.0,12.0,4.0,18.0,0.0,6.0,213.0,0,0,0,1,0,0,62.0,58.0,53.0,52.0,47.0,45.0,82.0,72.0,52.0,29.91,29.86,29.81,10.0,10.0,10.0,12.0,4.0,18.0,0.0,6.0,213.0,0,0,0,1,0,62.0,58.0,53.0,52.0,47.0,45.0,82.0,72.0,52.0,29.91,29.86,29.81,10.0,10.0,10.0,12.0,4.0,18.0,0.0,6.0,213.0,0,0,0,1,0
